respondent_id,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27,rank_28,rank_29,rank_30,rank_31,rank_32,rank_33,rank_34,rank_35,rank_36,rank_37,rank_38
34431,LIB,LIB_hi_pc,LIB_lo_pc,LBR_lo_es,LBR_lo_pc,LBR_hi_so,LBR,CUP_lo_pc,LBR_lo_so,LBR_hi_es,LBR_hi_pc,STY_lo_es,STY_lo_pc,CUP,STY_hi_so,STY,STY_lo_so,CUP_hi_pc,STY_hi_es,STY_hi_pc,POP_lo_pc,PRG,POP_lo_es,POP,POP_hi_es,CON_lo_pc,POP_hi_pc,CON_lo_es,CON,DSA_lo_es,CON_hi_es,DSA,CON_hi_pc,DSA_hi_es,OAO,NAT,NAT_lo_es,NAT_hi_es
34432,STY,STY_hi_es,STY_hi_so,STY_lo_pc,STY_lo_so,STY_hi_pc,STY_lo_es,POP,CON,LBR,LBR_hi_es,POP_lo_pc,LBR_hi_so,POP_hi_es,LBR_lo_pc,CON_hi_es,CON_lo_pc,LBR_hi_pc,LBR_lo_so,LBR_lo_es,POP_lo_es,POP_hi_pc,CON_hi_pc,CON_lo_es,OAO,DSA,DSA_hi_es,DSA_lo_es,NAT,NAT_hi_es,NAT_lo_es,LIB,CUP,LIB_lo_pc,LIB_hi_pc,CUP_lo_pc,CUP_hi_pc,PRG
34433,LBR_hi_es,LBR_lo_pc,LBR_hi_so,LBR,LBR_lo_so,LBR_hi_pc,STY_lo_pc,LBR_lo_es,STY_hi_so,STY_hi_es,STY,STY_lo_es,STY_lo_so,STY_hi_pc,POP_lo_pc,DSA_hi_es,DSA,DSA_lo_es,POP,POP_hi_es,POP_lo_es,POP_hi_pc,CON_lo_pc,CON_hi_es,CON,CON_lo_es,CON_hi_pc,LIB_hi_pc,LIB,LIB_lo_pc,CUP_lo_pc,CUP,CUP_hi_pc,OAO,PRG,NAT,NAT_hi_es,NAT_lo_es
34434,LIB,LIB_lo_pc,LIB_hi_pc,LBR_lo_pc,LBR_lo_es,LBR_lo_so,LBR,LBR_hi_so,CUP_lo_pc,LBR_hi_es,LBR_hi_pc,STY_lo_pc,STY_lo_es,DSA_lo_es,CUP,DSA,STY_lo_so,STY,STY_hi_so,PRG,CUP_hi_pc,DSA_hi_es,STY_hi_es,STY_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34435,LBR_lo_es,LBR_lo_so,LBR_hi_pc,LBR,LIB_hi_pc,LBR_lo_pc,LBR_hi_es,LBR_hi_so,LIB,STY_lo_es,LIB_lo_pc,STY_lo_pc,STY_lo_so,STY,CUP_lo_pc,STY_hi_so,STY_hi_pc,CUP,STY_hi_es,CUP_hi_pc,POP_lo_pc,POP_lo_es,DSA_lo_es,POP,DSA,POP_hi_es,DSA_hi_es,POP_hi_pc,PRG,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34436,LIB_hi_pc,LIB,DSA_lo_es,LBR_lo_so,LIB_lo_pc,LBR_lo_es,DSA,LBR,LBR_lo_pc,LBR_hi_pc,LBR_hi_es,STY_lo_es,DSA_hi_es,STY_lo_so,LBR_hi_so,STY_lo_pc,STY,PRG,STY_hi_pc,STY_hi_so,STY_hi_es,CUP_lo_pc,CUP,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34437,LBR_lo_es,CUP_lo_pc,LBR_hi_so,CUP,LBR_hi_pc,LBR,CUP_hi_pc,STY_lo_es,LBR_lo_pc,LBR_lo_so,LBR_hi_es,POP_lo_pc,POP_lo_es,STY_hi_so,STY_lo_pc,STY,LIB_hi_pc,STY_hi_pc,STY_lo_so,LIB,POP,STY_hi_es,LIB_lo_pc,POP_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,DSA_lo_es,DSA,DSA_hi_es,PRG,NAT,NAT_lo_es,NAT_hi_es
34438,DSA_hi_es,DSA,DSA_lo_es,LBR_lo_so,LBR_hi_es,LBR_lo_pc,LBR,STY_lo_so,STY_lo_pc,LBR_hi_pc,LBR_lo_es,STY_hi_es,STY,LBR_hi_so,STY_lo_es,STY_hi_pc,STY_hi_so,POP,POP_lo_pc,POP_hi_es,POP_lo_es,POP_hi_pc,LIB,LIB_hi_pc,LIB_lo_pc,CUP,CUP_lo_pc,CUP_hi_pc,CON,CON_lo_pc,CON_hi_es,PRG,CON_lo_es,CON_hi_pc,OAO,NAT,NAT_hi_es,NAT_lo_es
34439,NAT_hi_es,NAT,POP_hi_es,CON_hi_es,POP,POP_hi_pc,CON_hi_pc,POP_lo_pc,NAT_lo_es,POP_lo_es,CON,CON_lo_pc,CON_lo_es,STY_hi_so,STY_hi_pc,STY_hi_es,STY,STY_lo_es,STY_lo_pc,STY_lo_so,LBR,LBR_hi_pc,LBR_hi_so,LBR_hi_es,LBR_lo_es,LBR_lo_so,LBR_lo_pc,OAO,CUP,CUP_hi_pc,CUP_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_hi_es,DSA_lo_es,PRG
34440,DSA_hi_es,DSA,DSA_lo_es,LBR_lo_so,LBR_hi_es,LBR_lo_pc,LBR,STY_lo_so,LBR_hi_pc,STY_lo_pc,LBR_lo_es,STY_hi_es,STY,LBR_hi_so,STY_lo_es,STY_hi_pc,STY_hi_so,POP_lo_pc,POP,POP_hi_es,POP_lo_es,POP_hi_pc,LIB_hi_pc,LIB,LIB_lo_pc,CUP,CUP_lo_pc,CUP_hi_pc,CON,CON_lo_pc,CON_hi_es,CON_lo_es,CON_hi_pc,PRG,OAO,NAT,NAT_hi_es,NAT_lo_es
34441,NAT_lo_es,CON_hi_pc,NAT,NAT_hi_es,CON,CON_lo_es,CON_hi_es,CON_lo_pc,CUP_hi_pc,POP_lo_es,POP_hi_pc,POP,POP_hi_es,POP_lo_pc,CUP,STY_hi_pc,STY_hi_so,CUP_lo_pc,STY_lo_es,STY,STY_hi_es,STY_lo_so,STY_lo_pc,OAO,LBR,LBR_hi_pc,LBR_hi_so,LBR_lo_es,LBR_hi_es,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
34442,LIB_lo_pc,LIB,OAO,CUP_lo_pc,LIB_hi_pc,LBR_hi_so,LBR_lo_pc,CUP,LBR_lo_es,CON_lo_pc,LBR,LBR_hi_es,CON_lo_es,CUP_hi_pc,LBR_hi_pc,LBR_lo_so,CON,STY_lo_pc,STY_lo_es,STY,STY_hi_so,CON_hi_es,CON_hi_pc,STY_lo_so,STY_hi_es,STY_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,PRG,DSA,DSA_lo_es,DSA_hi_es,NAT,NAT_lo_es,NAT_hi_es
34443,LIB_lo_pc,LIB,LIB_hi_pc,CUP_lo_pc,LBR_lo_pc,LBR_lo_es,LBR,LBR_lo_so,LBR_hi_so,CUP,LBR_hi_es,LBR_hi_pc,STY_lo_pc,STY_lo_es,CUP_hi_pc,STY,STY_hi_so,STY_lo_so,DSA_lo_es,STY_hi_es,STY_hi_pc,DSA,DSA_hi_es,POP,PRG,POP_lo_pc,POP_lo_es,POP_hi_es,CON_lo_pc,POP_hi_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34444,LBR_lo_so,LBR_lo_es,LBR,LBR_hi_pc,LBR_lo_pc,LBR_hi_es,LBR_hi_so,STY_lo_es,LIB_hi_pc,STY_lo_so,STY_lo_pc,LIB,STY,LIB_lo_pc,STY_hi_pc,STY_hi_so,STY_hi_es,CUP_lo_pc,CUP,CUP_hi_pc,DSA_lo_es,DSA,DSA_hi_es,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,PRG,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34445,OAO,CUP_lo_pc,LIB,LIB_hi_pc,LBR_hi_so,LIB_lo_pc,LBR_lo_es,CON_lo_pc,LBR_lo_pc,CUP,LBR,CON_lo_es,LBR_hi_pc,LBR_hi_es,CON,STY_lo_es,CUP_hi_pc,STY_hi_so,LBR_lo_so,STY_lo_pc,CON_hi_es,STY,CON_hi_pc,STY_hi_pc,STY_hi_es,STY_lo_so,POP_lo_pc,POP,POP_lo_es,POP_hi_es,POP_hi_pc,PRG,DSA_lo_es,DSA,DSA_hi_es,NAT,NAT_lo_es,NAT_hi_es
34446,POP_hi_es,POP_lo_pc,POP,POP_lo_es,POP_hi_pc,STY_hi_so,STY_hi_es,STY_hi_pc,CON_hi_es,STY,STY_lo_pc,STY_lo_es,CON,CON_hi_pc,CON_lo_pc,STY_lo_so,CON_lo_es,NAT_hi_es,NAT,NAT_lo_es,LBR,LBR_hi_es,LBR_hi_pc,LBR_hi_so,LBR_lo_so,LBR_lo_pc,LBR_lo_es,OAO,CUP,CUP_hi_pc,CUP_lo_pc,DSA,DSA_hi_es,DSA_lo_es,LIB,LIB_hi_pc,LIB_lo_pc,PRG
34447,LIB_lo_pc,LIB,LIB_hi_pc,LBR_lo_pc,LBR_lo_es,LBR,LBR_lo_so,CUP_lo_pc,LBR_hi_so,STY_lo_pc,LBR_hi_es,STY_lo_es,LBR_hi_pc,PRG,CUP,STY,STY_hi_so,STY_lo_so,STY_hi_es,CUP_hi_pc,STY_hi_pc,DSA_lo_es,DSA,DSA_hi_es,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34448,CON_lo_es,CON,CON_lo_pc,CUP_hi_pc,CON_hi_pc,CUP,CON_hi_es,CUP_lo_pc,STY_hi_so,STY_lo_es,POP_lo_es,POP_lo_pc,STY_hi_pc,STY,POP,OAO,STY_lo_pc,POP_hi_pc,STY_hi_es,POP_hi_es,STY_lo_so,NAT_lo_es,LBR_hi_so,LBR_hi_pc,NAT,LBR_lo_es,LBR,NAT_hi_es,LBR_hi_es,LBR_lo_pc,LBR_lo_so,LIB_hi_pc,LIB,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
34449,DSA_lo_es,DSA,LBR_lo_so,DSA_hi_es,LBR_lo_pc,LBR_lo_es,LBR,LBR_hi_es,LBR_hi_pc,LBR_hi_so,LIB,STY_lo_so,LIB_hi_pc,STY_lo_pc,STY_lo_es,LIB_lo_pc,STY,STY_hi_es,STY_hi_so,STY_hi_pc,PRG,CUP_lo_pc,CUP,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34450,CON_hi_pc,CON_hi_es,NAT,NAT_hi_es,NAT_lo_es,CON,CON_lo_es,CON_lo_pc,POP_lo_es,POP_hi_pc,POP,POP_hi_es,POP_lo_pc,STY_hi_pc,STY_hi_so,STY_lo_es,STY,STY_hi_es,STY_lo_so,STY_lo_pc,CUP_hi_pc,CUP,LBR_hi_pc,CUP_lo_pc,LBR_hi_so,OAO,LBR_hi_es,LBR,LBR_lo_es,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
34451,LBR_hi_es,LBR_lo_so,LBR_hi_pc,LBR,STY_lo_so,LBR_lo_pc,STY_lo_pc,STY_hi_es,LBR_hi_so,STY,LBR_lo_es,STY_lo_es,STY_hi_pc,STY_hi_so,DSA_hi_es,DSA,DSA_lo_es,POP_lo_pc,POP_hi_es,POP,POP_lo_es,POP_hi_pc,LIB_hi_pc,CUP,LIB,LIB_lo_pc,CUP_lo_pc,CUP_hi_pc,CON_lo_pc,CON_hi_es,CON,CON_lo_es,CON_hi_pc,OAO,PRG,NAT,NAT_hi_es,NAT_lo_es
34452,LIB,LIB_hi_pc,LIB_lo_pc,CUP_lo_pc,LBR_hi_so,LBR_lo_es,LBR_lo_pc,LBR,LBR_hi_es,CUP,LBR_hi_pc,LBR_lo_so,STY_lo_es,STY_lo_pc,STY_hi_so,STY,CUP_hi_pc,STY_lo_so,STY_hi_es,STY_hi_pc,POP,CON_lo_pc,POP_lo_pc,CON_lo_es,POP_lo_es,CON,CON_hi_es,CON_hi_pc,POP_hi_es,PRG,DSA_lo_es,DSA,POP_hi_pc,DSA_hi_es,OAO,NAT,NAT_lo_es,NAT_hi_es
34453,DSA_lo_es,DSA,LBR_lo_so,LBR_lo_pc,DSA_hi_es,LBR_hi_es,LBR,LBR_lo_es,LBR_hi_pc,LBR_hi_so,STY_lo_pc,STY_lo_so,STY_lo_es,STY,STY_hi_es,PRG,STY_hi_so,STY_hi_pc,LIB,LIB_lo_pc,LIB_hi_pc,CUP_lo_pc,CUP,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_hi_es,CON_lo_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34454,LIB_lo_pc,LIB,CUP_lo_pc,LIB_hi_pc,STY_lo_pc,LBR_lo_pc,STY_lo_es,CUP,LBR_hi_so,LBR_lo_es,STY_hi_so,LBR,STY,LBR_hi_es,LBR_lo_so,STY_lo_so,LBR_hi_pc,CUP_hi_pc,STY_hi_es,STY_hi_pc,CON_lo_pc,CON_lo_es,POP,CON,CON_hi_es,CON_hi_pc,DSA_lo_es,POP_lo_pc,DSA,POP_lo_es,DSA_hi_es,PRG,OAO,POP_hi_es,POP_hi_pc,NAT,NAT_lo_es,NAT_hi_es
34455,NAT_lo_es,CON_hi_pc,CUP_hi_pc,NAT,CON_lo_es,CON,NAT_hi_es,CUP,CON_hi_es,POP_lo_es,CON_lo_pc,POP_hi_pc,POP,CUP_lo_pc,POP_lo_pc,POP_hi_es,STY,STY_hi_pc,STY_lo_es,STY_hi_so,STY_lo_so,STY_hi_es,STY_lo_pc,OAO,LBR,LBR_hi_pc,LBR_hi_so,LBR_lo_es,LBR_hi_es,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
34456,LBR_hi_so,LBR_hi_es,LBR_lo_pc,LBR,LBR_hi_pc,LBR_lo_es,LBR_lo_so,STY_lo_pc,STY_hi_so,STY,STY_lo_es,STY_hi_es,POP_lo_pc,STY_lo_so,STY_hi_pc,POP_lo_es,POP,POP_hi_es,CON_lo_pc,CON_hi_es,CON,POP_hi_pc,CON_lo_es,CON_hi_pc,OAO,DSA_hi_es,DSA,DSA_lo_es,LIB_hi_pc,LIB,LIB_lo_pc,CUP_lo_pc,CUP,CUP_hi_pc,PRG,NAT,NAT_hi_es,NAT_lo_es
34457,OAO,CUP_lo_pc,LIB_lo_pc,LIB,CON_lo_pc,CUP,LIB_hi_pc,LBR_hi_so,LBR_lo_es,LBR_lo_pc,CON_lo_es,STY_hi_so,STY_lo_es,STY_lo_pc,LBR,CUP_hi_pc,CON,LBR_hi_es,LBR_hi_pc,STY,CON_hi_es,LBR_lo_so,STY_hi_es,CON_hi_pc,STY_hi_pc,STY_lo_so,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,DSA,PRG,NAT,DSA_lo_es,DSA_hi_es,NAT_lo_es,NAT_hi_es
34458,LBR_lo_so,LBR_lo_es,LIB_hi_pc,LBR,LBR_hi_pc,LIB,LBR_lo_pc,LBR_hi_es,LIB_lo_pc,LBR_hi_so,STY_lo_so,STY_lo_es,DSA_lo_es,STY_lo_pc,STY,DSA,STY_hi_pc,STY_hi_es,STY_hi_so,DSA_hi_es,CUP_lo_pc,CUP,CUP_hi_pc,PRG,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34459,LIB_hi_pc,LIB,LIB_lo_pc,LBR_lo_es,LBR_lo_so,LBR_lo_pc,LBR,LBR_hi_so,LBR_hi_pc,LBR_hi_es,CUP_lo_pc,STY_lo_es,STY_lo_pc,CUP,STY_lo_so,STY,STY_hi_so,CUP_hi_pc,DSA_lo_es,STY_hi_pc,STY_hi_es,DSA,PRG,DSA_hi_es,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34460,POP_lo_es,POP_hi_pc,CUP_hi_pc,POP,POP_lo_pc,STY_hi_pc,POP_hi_es,CUP,STY_lo_es,STY,STY_lo_so,STY_hi_so,CUP_lo_pc,STY_hi_es,STY_lo_pc,LBR_hi_pc,LBR_lo_es,LBR,LBR_lo_so,LBR_hi_so,LBR_hi_es,LBR_lo_pc,CON_hi_pc,CON_lo_es,CON,CON_hi_es,CON_lo_pc,OAO,LIB,LIB_hi_pc,LIB_lo_pc,NAT_lo_es,NAT,NAT_hi_es,DSA,DSA_lo_es,DSA_hi_es,PRG
34461,CON_lo_pc,CON_lo_es,CON,CON_hi_es,LBR_hi_so,STY_hi_so,CON_hi_pc,POP_lo_pc,LBR_hi_pc,LBR_lo_es,LBR,STY_lo_es,LBR_hi_es,POP_lo_es,LBR_lo_pc,STY_lo_pc,OAO,STY,POP,STY_hi_pc,STY_hi_es,LBR_lo_so,POP_hi_es,STY_lo_so,CUP_lo_pc,CUP,POP_hi_pc,CUP_hi_pc,LIB_hi_pc,LIB,LIB_lo_pc,NAT_lo_es,NAT,NAT_hi_es,DSA,DSA_lo_es,DSA_hi_es,PRG
34462,DSA_hi_es,DSA,DSA_lo_es,LBR_lo_so,LBR_hi_es,LBR_lo_pc,LBR,STY_lo_so,STY_lo_pc,LBR_hi_pc,STY_hi_es,LBR_lo_es,STY,LBR_hi_so,STY_lo_es,STY_hi_so,STY_hi_pc,POP,POP_lo_pc,POP_hi_es,POP_lo_es,POP_hi_pc,LIB,LIB_hi_pc,LIB_lo_pc,CUP,CUP_lo_pc,CUP_hi_pc,CON,CON_lo_pc,CON_hi_es,CON_lo_es,PRG,CON_hi_pc,OAO,NAT,NAT_hi_es,NAT_lo_es
34463,CON_hi_pc,CON_hi_es,CON,CON_lo_es,CON_lo_pc,POP_lo_es,POP,POP_hi_pc,POP_lo_pc,POP_hi_es,STY_hi_pc,STY_hi_so,STY_lo_es,NAT_lo_es,STY,NAT,NAT_hi_es,STY_hi_es,CUP_hi_pc,STY_lo_so,STY_lo_pc,CUP,CUP_lo_pc,OAO,LBR_hi_pc,LBR_hi_so,LBR_hi_es,LBR,LBR_lo_es,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
34464,LIB_hi_pc,LIB,LIB_lo_pc,LBR_lo_es,LBR_lo_so,LBR_lo_pc,LBR,LBR_hi_pc,LBR_hi_so,LBR_hi_es,STY_lo_es,STY_lo_pc,CUP_lo_pc,STY_lo_so,STY,CUP,STY_hi_so,DSA_lo_es,STY_hi_pc,STY_hi_es,PRG,CUP_hi_pc,DSA,DSA_hi_es,POP_lo_pc,POP_lo_es,POP,POP_hi_es,POP_hi_pc,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34465,LIB,LIB_hi_pc,LBR_hi_so,LIB_lo_pc,CUP_lo_pc,LBR_lo_es,OAO,LBR_lo_pc,LBR,CUP,LBR_hi_pc,LBR_hi_es,LBR_lo_so,CON_lo_pc,STY_lo_es,STY_hi_so,CUP_hi_pc,STY_lo_pc,CON_lo_es,STY,POP_lo_pc,CON,CON_hi_es,POP_lo_es,STY_lo_so,STY_hi_pc,STY_hi_es,CON_hi_pc,POP,POP_hi_es,POP_hi_pc,PRG,DSA_lo_es,DSA,DSA_hi_es,NAT,NAT_lo_es,NAT_hi_es
34466,STY_hi_es,STY_lo_so,STY_hi_pc,STY,STY_hi_so,STY_lo_pc,STY_lo_es,POP_lo_pc,POP_hi_es,POP,POP_lo_es,POP_hi_pc,LBR_hi_es,LBR_hi_pc,LBR_lo_so,LBR,LBR_hi_so,LBR_lo_pc,LBR_lo_es,DSA_hi_es,CON,DSA,DSA_lo_es,CON_hi_es,CON_lo_pc,CON_hi_pc,CON_lo_es,CUP,OAO,CUP_hi_pc,CUP_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,NAT,NAT_hi_es,NAT_lo_es,PRG
34467,CON_lo_pc,CON_lo_es,CON,CON_hi_es,CON_hi_pc,STY_hi_so,POP_lo_pc,POP_lo_es,STY_lo_es,STY_hi_pc,POP,STY,STY_lo_pc,STY_hi_es,POP_hi_es,POP_hi_pc,LBR_hi_so,STY_lo_so,LBR_hi_pc,CUP,CUP_hi_pc,CUP_lo_pc,LBR_lo_es,LBR,LBR_hi_es,LBR_lo_pc,LBR_lo_so,NAT_lo_es,NAT,NAT_hi_es,OAO,LIB_hi_pc,LIB,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
34468,LBR_lo_pc,LBR_lo_so,LBR_lo_es,LBR,LBR_hi_es,LBR_hi_so,LBR_hi_pc,LIB_lo_pc,DSA_lo_es,PRG,LIB,LIB_hi_pc,STY_lo_pc,DSA,STY_lo_es,DSA_hi_es,STY,STY_lo_so,STY_hi_so,CUP_lo_pc,STY_hi_es,STY_hi_pc,CUP,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34469,PRG,LIB_lo_pc,LIB,DSA_lo_es,LIB_hi_pc,DSA,LBR_lo_so,LBR_lo_pc,LBR_lo_es,LBR,DSA_hi_es,LBR_hi_es,LBR_hi_so,LBR_hi_pc,STY_lo_pc,STY_lo_es,STY_lo_so,CUP_lo_pc,STY,STY_hi_so,CUP,STY_hi_es,STY_hi_pc,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON_lo_pc,CON,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34470,LIB_hi_pc,LIB,LBR_lo_so,DSA_lo_es,LIB_lo_pc,LBR_lo_es,LBR_lo_pc,LBR,DSA,LBR_hi_pc,PRG,STY_lo_es,LBR_hi_es,LBR_hi_so,STY_lo_so,STY_lo_pc,DSA_hi_es,STY,STY_hi_pc,STY_hi_so,CUP_lo_pc,STY_hi_es,CUP,CUP_hi_pc,POP,POP_lo_pc,POP_lo_es,POP_hi_es,POP_hi_pc,CON,CON_lo_pc,CON_lo_es,CON_hi_es,CON_hi_pc,OAO,NAT,NAT_lo_es,NAT_hi_es
34471,POP_lo_es,POP,POP_hi_pc,POP_lo_pc,POP_hi_es,STY_hi_pc,STY_hi_so,STY_lo_es,STY,STY_hi_es,STY_lo_so,CON_hi_pc,STY_lo_pc,CON_hi_es,CON,CON_lo_es,CON_lo_pc,CUP_hi_pc,CUP,CUP_lo_pc,LBR_hi_pc,LBR_hi_so,LBR_hi_es,LBR,LBR_lo_es,LBR_lo_so,LBR_lo_pc,NAT_lo_es,NAT,NAT_hi_es,OAO,LIB_hi_pc,LIB,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
34472,LBR_hi_es,LBR_lo_so,LBR_lo_pc,LBR,STY_lo_pc,LBR_hi_pc,DSA_hi_es,STY_hi_es,LBR_hi_so,STY_lo_so,STY,DSA,LBR_lo_es,STY_hi_so,STY_lo_es,DSA_lo_es,STY_hi_pc,POP_lo_pc,POP_hi_es,POP,POP_lo_es,POP_hi_pc,CON_lo_pc,CON_hi_es,CON,CON_lo_es,CON_hi_pc,LIB_hi_pc,LIB,LIB_lo_pc,CUP,CUP_lo_pc,CUP_hi_pc,OAO,PRG,NAT,NAT_hi_es,NAT_lo_es
34473,CON_hi_es,CON_hi_pc,CON,POP_hi_es,POP_lo_pc,POP,POP_hi_pc,POP_lo_es,CON_lo_pc,CON_lo_es,NAT_hi_es,NAT,STY_hi_so,STY_hi_pc,NAT_lo_es,STY_hi_es,STY,STY_lo_es,STY_lo_pc,STY_lo_so,LBR_hi_pc,LBR_hi_so,LBR_hi_es,LBR,LBR_lo_es,LBR_lo_so,OAO,LBR_lo_pc,CUP_hi_pc,CUP,CUP_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_hi_es,DSA_lo_es,PRG
34474,CUP,CUP_lo_pc,CUP_hi_pc,CON_lo_es,CON_lo_pc,CON,CON_hi_pc,CON_hi_es,LBR,LBR_hi_so,STY,LBR_lo_es,POP,LBR_hi_pc,LBR_lo_pc,LBR_hi_es,OAO,LBR_lo_so,POP_lo_es,POP_lo_pc,NAT,LIB_hi_pc,POP_hi_pc,POP_hi_es,STY_hi_so,LIB,STY_lo_es,LIB_lo_pc,STY_lo_pc,STY_hi_pc,NAT_lo_es,STY_hi_es,STY_lo_so,NAT_hi_es,DSA,PRG,DSA_lo_es,DSA_hi_es
34475,CON_hi_es,CON_lo_pc,POP_lo_pc,CON,STY_hi_so,CON_hi_pc,CON_lo_es,POP,POP_hi_es,POP_lo_es,STY_hi_es,STY,STY_hi_pc,STY_lo_pc,STY_lo_es,POP_hi_pc,LBR_hi_so,STY_lo_so,LBR_hi_es,LBR_hi_pc,LBR,LBR_lo_pc,LBR_lo_es,LBR_lo_so,NAT_hi_es,NAT,NAT_lo_es,OAO,CUP,CUP_lo_pc,CUP_hi_pc,LIB_hi_pc,LIB,LIB_lo_pc,DSA,DSA_hi_es,DSA_lo_es,PRG
34476,NAT_lo_es,NAT,CON_hi_pc,NAT_hi_es,CON_lo_es,CON,CON_hi_es,POP_lo_es,CUP_hi_pc,POP_hi_pc,CON_lo_pc,POP,POP_hi_es,POP_lo_pc,CUP,STY_hi_pc,CUP_lo_pc,STY_hi_so,STY,STY_lo_es,STY_hi_es,STY_lo_so,STY_lo_pc,OAO,LBR,LBR_hi_pc,LBR_hi_so,LBR_lo_es,LBR_hi_es,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
34477,NAT_lo_es,NAT,NAT_hi_es,CON_hi_pc,CON_hi_es,CON,CON_lo_es,POP_hi_pc,POP_lo_es,CON_lo_pc,POP,POP_hi_es,POP_lo_pc,STY_hi_pc,STY_hi_so,STY_lo_es,STY,STY_hi_es,STY_lo_so,CUP_hi_pc,STY_lo_pc,CUP,CUP_lo_pc,LBR_hi_pc,LBR_hi_so,LBR_hi_es,LBR,LBR_lo_es,OAO,LBR_lo_so,LBR_lo_pc,LIB,LIB_hi_pc,LIB_lo_pc,DSA,DSA_lo_es,DSA_hi_es,PRG
