respondent_id,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20
28128,ZN,SD_STY,MW,DH,SD_LIB,MRJ,JR,SD_CON,BE,CO,STY_REF,SD_CTR,LK,CON_SD,RH,CON_STY,CON_REF,STY_SD,REF_STY,CON_CTR
28129,CON_REF,BE,CON_CTR,DH,CON_STY,RH,REF_STY,MRJ,STY_REF,LK,CON_SD,SD_CON,SD_CTR,ZN,STY_SD,CO,MW,SD_LIB,SD_STY,JR
28130,CON_CTR,RH,LK,SD_CTR,SD_CON,CON_SD,CON_STY,CON_REF,MW,SD_STY,SD_LIB,CO,STY_SD,STY_REF,REF_STY,MRJ,BE,JR,DH,ZN
28131,DH,REF_STY,STY_REF,CON_REF,CON_STY,BE,SD_STY,CON_SD,STY_SD,MRJ,SD_CON,RH,CON_CTR,MW,SD_CTR,LK,ZN,SD_LIB,CO,JR
28132,SD_LIB,CO,MW,SD_CTR,JR,LK,SD_CON,SD_STY,CON_SD,STY_SD,CON_CTR,ZN,MRJ,CON_STY,RH,STY_REF,CON_REF,REF_STY,BE,DH
28133,BE,DH,CON_REF,CON_CTR,STY_REF,REF_STY,RH,CON_STY,SD_CON,CON_SD,LK,SD_CTR,MRJ,STY_SD,SD_STY,ZN,MW,SD_LIB,JR,CO
28134,RH,SD_CON,DH,STY_REF,REF_STY,STY_SD,CON_REF,CON_SD,CON_STY,MRJ,CON_CTR,SD_STY,MW,SD_CTR,BE,LK,SD_LIB,CO,ZN,JR
28135,SD_STY,SD_CTR,SD_LIB,STY_SD,MW,JR,ZN,CO,MRJ,SD_CON,CON_SD,STY_REF,CON_STY,REF_STY,LK,CON_CTR,RH,CON_REF,DH,BE
28136,ZN,MRJ,SD_STY,MW,STY_SD,STY_REF,SD_LIB,SD_CTR,JR,CON_STY,CON_SD,REF_STY,SD_CON,CO,CON_REF,DH,RH,LK,CON_CTR,BE
28137,CO,JR,SD_LIB,SD_CTR,LK,SD_STY,MW,CON_SD,STY_SD,SD_CON,CON_STY,CON_CTR,CON_REF,BE,DH,REF_STY,ZN,MRJ,RH,STY_REF
28138,JR,SD_LIB,CO,ZN,MW,SD_CTR,SD_STY,STY_SD,LK,REF_STY,CON_STY,STY_REF,RH,CON_CTR,SD_CON,MRJ,BE,CON_SD,DH,CON_REF
28139,CON_REF,RH,REF_STY,CON_CTR,CON_SD,DH,CON_STY,BE,STY_REF,LK,SD_CON,SD_CTR,STY_SD,MRJ,SD_STY,MW,SD_LIB,CO,ZN,JR
28140,ZN,MW,JR,STY_SD,SD_STY,SD_LIB,MRJ,STY_REF,CO,SD_CTR,SD_CON,CON_SD,REF_STY,CON_STY,RH,CON_REF,CON_CTR,DH,LK,BE
28141,JR,CO,SD_LIB,MW,SD_CTR,SD_STY,ZN,STY_SD,SD_CON,LK,MRJ,CON_SD,REF_STY,STY_REF,BE,CON_REF,DH,CON_STY,CON_CTR,RH
28142,RH,CON_CTR,SD_CON,CON_SD,CON_STY,LK,CON_REF,SD_CTR,SD_STY,STY_SD,STY_REF,MW,REF_STY,DH,SD_LIB,BE,MRJ,CO,JR,ZN
28143,ZN,JR,SD_LIB,SD_STY,MW,STY_SD,MRJ,CO,SD_CTR,SD_CON,CON_SD,STY_REF,CON_STY,CON_CTR,DH,REF_STY,LK,CON_REF,BE,RH
28144,ZN,MRJ,STY_SD,SD_STY,STY_REF,MW,REF_STY,SD_LIB,CON_STY,SD_CTR,SD_CON,DH,RH,CON_SD,JR,LK,CO,BE,CON_CTR,CON_REF
28145,SD_LIB,CO,SD_STY,MW,SD_CTR,STY_SD,JR,ZN,CON_SD,SD_CON,LK,CON_STY,MRJ,CON_CTR,STY_REF,RH,REF_STY,CON_REF,BE,DH
28146,MRJ,SD_CTR,CON_STY,MW,CON_SD,LK,SD_STY,SD_CON,STY_SD,CON_CTR,CON_REF,STY_REF,REF_STY,SD_LIB,RH,DH,CO,ZN,JR,BE
28147,CON_SD,CON_STY,CON_REF,RH,CON_CTR,SD_CON,STY_SD,STY_REF,REF_STY,DH,MRJ,BE,LK,SD_STY,SD_CTR,MW,SD_LIB,JR,ZN,CO
28148,SD_LIB,SD_CTR,CON_SD,SD_CON,CO,MW,SD_STY,STY_SD,LK,CON_CTR,CON_STY,JR,RH,CON_REF,MRJ,ZN,STY_REF,REF_STY,BE,DH
28149,DH,BE,REF_STY,STY_REF,CON_REF,CON_STY,RH,MRJ,CON_CTR,SD_CON,CON_SD,STY_SD,MW,LK,JR,SD_STY,ZN,SD_LIB,CO,SD_CTR
28150,SD_CTR,SD_CON,STY_REF,CON_STY,CON_SD,SD_STY,CON_REF,MW,STY_SD,LK,CON_CTR,REF_STY,RH,SD_LIB,MRJ,DH,CO,BE,ZN,JR
28151,LK,SD_CTR,CO,SD_LIB,SD_CON,CON_SD,CON_CTR,MW,RH,SD_STY,CON_STY,CON_REF,STY_SD,JR,MRJ,STY_REF,ZN,DH,REF_STY,BE
28152,LK,SD_CTR,CO,SD_LIB,CON_CTR,SD_CON,CON_SD,RH,STY_SD,MW,JR,DH,SD_STY,ZN,BE,CON_STY,REF_STY,MRJ,CON_REF,STY_REF
28153,SD_CON,RH,LK,CON_CTR,CON_SD,CON_REF,CON_STY,DH,SD_CTR,BE,MW,STY_REF,REF_STY,STY_SD,SD_STY,MRJ,SD_LIB,CO,JR,ZN
28154,CON_REF,RH,CON_CTR,CON_STY,REF_STY,DH,BE,SD_CON,CON_SD,STY_REF,LK,SD_CTR,MRJ,SD_STY,STY_SD,MW,SD_LIB,JR,CO,ZN
28155,CON_CTR,STY_REF,CON_REF,CON_STY,SD_CON,DH,LK,REF_STY,SD_CTR,CON_SD,BE,RH,MRJ,MW,STY_SD,SD_STY,SD_LIB,CO,ZN,JR
28156,CON_CTR,CON_SD,SD_CON,CON_REF,CON_STY,LK,RH,SD_STY,STY_SD,SD_CTR,MW,CO,REF_STY,STY_REF,MRJ,DH,SD_LIB,BE,ZN,JR
28157,SD_CTR,SD_LIB,CO,MW,LK,SD_CON,JR,CON_SD,SD_STY,STY_SD,CON_CTR,ZN,CON_STY,MRJ,RH,DH,CON_REF,STY_REF,BE,REF_STY
28158,RH,CON_REF,CON_CTR,CON_STY,CON_SD,SD_CON,LK,SD_CTR,REF_STY,STY_REF,SD_STY,DH,BE,MRJ,MW,STY_SD,SD_LIB,CO,ZN,JR
28159,SD_CON,CON_CTR,CON_SD,LK,RH,CON_STY,SD_CTR,CON_REF,SD_LIB,MW,STY_SD,SD_STY,CO,STY_REF,MRJ,REF_STY,JR,DH,BE,ZN
28160,SD_CON,CON_CTR,CON_REF,SD_CTR,CON_SD,CON_STY,RH,SD_STY,LK,STY_REF,STY_SD,MW,REF_STY,MRJ,SD_LIB,DH,CO,BE,ZN,JR
28161,SD_STY,MW,MRJ,STY_SD,ZN,SD_CTR,SD_CON,SD_LIB,CON_STY,CO,REF_STY,STY_REF,CON_SD,JR,CON_REF,RH,LK,CON_CTR,DH,BE
28162,STY_SD,SD_CTR,MW,SD_CON,SD_STY,LK,MRJ,SD_LIB,CON_STY,CON_SD,CO,CON_CTR,JR,RH,STY_REF,CON_REF,REF_STY,ZN,DH,BE
28163,ZN,MW,SD_LIB,STY_SD,SD_STY,JR,CO,SD_CTR,MRJ,SD_CON,CON_SD,CON_STY,LK,STY_REF,REF_STY,CON_CTR,CON_REF,RH,DH,BE
28164,LK,CON_SD,SD_CTR,CON_CTR,RH,SD_CON,CON_STY,CO,SD_LIB,CON_REF,MW,SD_STY,STY_SD,REF_STY,JR,STY_REF,DH,BE,MRJ,ZN
28165,DH,STY_REF,CON_REF,BE,REF_STY,CON_STY,RH,CON_CTR,MRJ,CON_SD,SD_CON,STY_SD,SD_STY,LK,SD_CTR,MW,CO,JR,ZN,SD_LIB
28166,JR,ZN,CO,SD_LIB,MW,SD_STY,STY_SD,SD_CTR,SD_CON,MRJ,LK,RH,CON_CTR,CON_SD,REF_STY,DH,CON_REF,STY_REF,CON_STY,BE
28167,RH,CON_REF,LK,CON_CTR,BE,SD_CON,CON_STY,CON_SD,DH,REF_STY,STY_REF,SD_CTR,SD_STY,STY_SD,MRJ,MW,SD_LIB,CO,JR,ZN
28168,DH,REF_STY,STY_REF,CON_REF,CON_STY,BE,RH,CON_CTR,CON_SD,SD_CON,MRJ,STY_SD,SD_STY,SD_CTR,LK,MW,SD_LIB,ZN,CO,JR
28169,LK,CON_CTR,BE,SD_CTR,RH,CON_REF,CON_SD,CON_STY,SD_CON,DH,REF_STY,JR,MW,CO,STY_REF,MRJ,SD_STY,ZN,STY_SD,SD_LIB
28170,SD_STY,ZN,MRJ,MW,STY_SD,JR,SD_CTR,SD_CON,SD_LIB,STY_REF,CON_SD,REF_STY,CO,CON_STY,LK,CON_REF,RH,CON_CTR,DH,BE
28171,LK,RH,CON_CTR,CON_STY,CON_SD,CON_REF,SD_CON,SD_CTR,BE,STY_REF,REF_STY,STY_SD,MRJ,DH,SD_STY,SD_LIB,ZN,MW,CO,JR
28172,JR,SD_LIB,CO,MW,SD_CTR,STY_SD,SD_STY,ZN,LK,SD_CON,CON_SD,MRJ,CON_STY,CON_REF,CON_CTR,DH,REF_STY,STY_REF,BE,RH
28173,BE,DH,REF_STY,CON_REF,STY_REF,RH,CON_STY,SD_LIB,CON_CTR,CO,SD_STY,STY_SD,LK,JR,SD_CON,ZN,CON_SD,MW,MRJ,SD_CTR
28174,JR,SD_LIB,CO,ZN,SD_STY,MW,SD_CTR,STY_SD,SD_CON,LK,MRJ,CON_STY,CON_SD,STY_REF,CON_REF,RH,CON_CTR,DH,REF_STY,BE
28175,BE,CON_REF,DH,CON_STY,CON_CTR,RH,REF_STY,CON_SD,STY_REF,SD_CON,LK,MRJ,SD_CTR,SD_STY,STY_SD,MW,ZN,SD_LIB,JR,CO
28176,ZN,SD_STY,MW,MRJ,STY_SD,JR,SD_LIB,CO,SD_CTR,SD_CON,STY_REF,CON_SD,CON_STY,REF_STY,DH,LK,CON_REF,RH,BE,CON_CTR
28177,MW,CO,SD_LIB,CON_SD,SD_CTR,SD_STY,JR,LK,SD_CON,STY_SD,ZN,CON_CTR,STY_REF,MRJ,CON_STY,REF_STY,CON_REF,RH,BE,DH
28178,SD_CON,CON_SD,MW,CON_STY,SD_STY,CON_REF,SD_LIB,SD_CTR,CON_CTR,RH,STY_SD,LK,STY_REF,CO,MRJ,REF_STY,DH,ZN,JR,BE
28179,CO,JR,SD_LIB,ZN,MW,SD_STY,STY_SD,SD_CTR,SD_CON,MRJ,CON_SD,CON_STY,STY_REF,LK,RH,CON_REF,BE,REF_STY,DH,CON_CTR
28180,STY_REF,DH,REF_STY,CON_REF,MRJ,CON_STY,STY_SD,SD_CON,RH,CON_SD,SD_STY,MW,CON_CTR,BE,SD_CTR,CO,SD_LIB,LK,ZN,JR
28181,CON_CTR,RH,CON_REF,CON_STY,LK,CON_SD,SD_CON,STY_SD,SD_CTR,SD_STY,STY_REF,MW,REF_STY,DH,MRJ,BE,CO,SD_LIB,ZN,JR
28182,SD_CTR,CO,LK,SD_LIB,MW,CON_SD,SD_CON,CON_CTR,SD_STY,STY_SD,RH,CON_STY,JR,CON_REF,REF_STY,MRJ,STY_REF,ZN,DH,BE
28183,JR,SD_LIB,CO,MW,SD_CTR,ZN,SD_STY,STY_SD,LK,MRJ,SD_CON,DH,CON_SD,STY_REF,CON_REF,CON_STY,RH,CON_CTR,REF_STY,BE
28184,CON_REF,BE,DH,RH,REF_STY,CON_STY,CON_CTR,STY_REF,CON_SD,SD_CON,MRJ,SD_LIB,SD_STY,MW,LK,STY_SD,JR,ZN,SD_CTR,CO
28185,MW,JR,SD_LIB,SD_STY,STY_SD,CO,SD_CTR,ZN,SD_CON,MRJ,CON_SD,LK,STY_REF,CON_STY,CON_CTR,REF_STY,RH,CON_REF,DH,BE
28186,CON_CTR,LK,RH,CON_REF,BE,CON_STY,DH,SD_CTR,CON_SD,SD_CON,REF_STY,STY_REF,SD_LIB,SD_STY,CO,ZN,STY_SD,MRJ,JR,MW
28187,STY_REF,CON_REF,REF_STY,DH,CON_STY,MRJ,RH,CON_SD,BE,SD_CON,CON_CTR,STY_SD,SD_STY,JR,CO,MW,LK,ZN,SD_CTR,SD_LIB
28188,SD_STY,ZN,MW,SD_LIB,SD_CTR,STY_SD,SD_CON,CO,CON_STY,MRJ,CON_SD,JR,STY_REF,LK,CON_CTR,REF_STY,CON_REF,RH,BE,DH
28189,CON_SD,CON_CTR,CON_STY,RH,SD_CON,CON_REF,REF_STY,STY_REF,MW,STY_SD,MRJ,SD_CTR,SD_STY,SD_LIB,LK,DH,CO,BE,JR,ZN
28190,ZN,MRJ,SD_STY,STY_SD,MW,SD_LIB,JR,REF_STY,SD_CTR,STY_REF,SD_CON,CON_SD,CO,CON_STY,DH,CON_CTR,LK,CON_REF,RH,BE
28191,MRJ,CON_STY,STY_REF,CON_SD,SD_STY,SD_CON,REF_STY,STY_SD,CON_CTR,CON_REF,RH,DH,SD_CTR,MW,SD_LIB,ZN,LK,CO,BE,JR
28192,LK,CON_CTR,CON_SD,SD_CTR,SD_CON,CO,SD_LIB,STY_SD,MW,SD_STY,RH,CON_STY,CON_REF,DH,STY_REF,REF_STY,JR,MRJ,BE,ZN
28193,DH,REF_STY,CON_SD,STY_REF,ZN,BE,LK,MW,MRJ,SD_CTR,CO,RH,CON_REF,SD_STY,SD_LIB,CON_CTR,SD_CON,JR,STY_SD,CON_STY
28194,CON_SD,SD_CTR,SD_CON,CON_CTR,LK,MW,CO,RH,CON_STY,SD_LIB,SD_STY,STY_SD,CON_REF,MRJ,STY_REF,REF_STY,JR,DH,ZN,BE
28195,LK,SD_CTR,CO,SD_CON,CON_SD,CON_CTR,SD_LIB,MW,STY_SD,RH,CON_STY,SD_STY,JR,MRJ,CON_REF,STY_REF,REF_STY,DH,ZN,BE
28196,MRJ,MW,SD_CON,CON_SD,STY_SD,STY_REF,SD_STY,CON_STY,CON_REF,SD_CTR,REF_STY,RH,DH,CON_CTR,SD_LIB,LK,BE,JR,ZN,CO
28197,ZN,MRJ,MW,STY_SD,SD_STY,SD_LIB,CO,JR,SD_CTR,CON_SD,SD_CON,STY_REF,CON_STY,REF_STY,LK,CON_CTR,CON_REF,RH,DH,BE
28198,LK,SD_LIB,SD_CTR,CO,CON_CTR,CON_SD,SD_CON,MW,RH,SD_STY,JR,CON_STY,STY_SD,CON_REF,REF_STY,STY_REF,DH,BE,ZN,MRJ
28199,REF_STY,RH,CON_REF,CON_CTR,CON_SD,CON_STY,SD_CON,STY_REF,DH,STY_SD,BE,LK,MRJ,SD_CTR,SD_STY,MW,SD_LIB,CO,ZN,JR
28200,ZN,MRJ,STY_REF,STY_SD,SD_STY,CON_REF,CON_STY,REF_STY,JR,SD_CON,BE,CON_SD,DH,RH,LK,SD_CTR,SD_LIB,MW,CON_CTR,CO
28201,BE,CON_CTR,CON_REF,LK,DH,RH,REF_STY,CON_STY,STY_REF,CON_SD,SD_CTR,SD_CON,SD_STY,ZN,MRJ,SD_LIB,CO,STY_SD,JR,MW
28202,RH,SD_CON,CON_SD,CON_STY,MRJ,CON_CTR,CON_REF,DH,BE,REF_STY,STY_REF,LK,SD_CTR,STY_SD,SD_STY,MW,SD_LIB,ZN,JR,CO
28203,STY_SD,SD_CON,SD_CTR,MW,CON_SD,SD_STY,LK,MRJ,CO,CON_STY,SD_LIB,REF_STY,CON_CTR,STY_REF,RH,CON_REF,JR,ZN,DH,BE
28204,CON_REF,CON_STY,RH,REF_STY,CON_SD,CON_CTR,SD_CON,DH,STY_REF,LK,BE,SD_CTR,MRJ,STY_SD,SD_STY,MW,SD_LIB,CO,ZN,JR
28205,LK,CON_CTR,SD_CTR,RH,CON_REF,CON_SD,SD_CON,CON_STY,BE,REF_STY,DH,STY_REF,CO,SD_LIB,MW,STY_SD,SD_STY,MRJ,ZN,JR
28206,LK,CO,SD_CTR,SD_CON,SD_LIB,CON_CTR,CON_SD,RH,MW,CON_STY,SD_STY,STY_SD,CON_REF,JR,MRJ,REF_STY,STY_REF,DH,ZN,BE
28207,JR,CO,SD_LIB,MW,SD_CTR,ZN,DH,STY_REF,LK,SD_STY,CON_CTR,CON_STY,REF_STY,SD_CON,RH,MRJ,STY_SD,CON_SD,CON_REF,BE
28208,CON_CTR,CON_REF,RH,LK,CON_SD,BE,CON_STY,STY_REF,DH,REF_STY,SD_CON,SD_CTR,SD_STY,MRJ,STY_SD,MW,SD_LIB,ZN,CO,JR
28209,CON_SD,SD_CON,CON_STY,REF_STY,CON_REF,STY_REF,RH,CON_CTR,STY_SD,SD_STY,MRJ,DH,SD_CTR,MW,LK,BE,SD_LIB,CO,JR,ZN
28210,DH,CON_REF,BE,CON_STY,REF_STY,STY_REF,RH,CON_CTR,MRJ,CON_SD,SD_CON,STY_SD,SD_CTR,SD_STY,LK,MW,SD_LIB,CO,JR,ZN
28211,ZN,STY_SD,MRJ,MW,SD_STY,STY_REF,SD_CON,REF_STY,SD_LIB,CON_STY,CON_SD,DH,CON_REF,JR,SD_CTR,BE,CON_CTR,LK,CO,RH
28212,CON_SD,CON_CTR,SD_CTR,CO,SD_CON,CON_STY,LK,RH,MW,STY_SD,SD_LIB,CON_REF,SD_STY,MRJ,ZN,REF_STY,STY_REF,DH,JR,BE
28213,SD_CTR,CON_SD,SD_LIB,LK,CO,MW,SD_CON,SD_STY,STY_SD,CON_CTR,MRJ,JR,CON_STY,RH,CON_REF,REF_STY,STY_REF,ZN,DH,BE
28214,BE,DH,STY_REF,REF_STY,CON_REF,CON_STY,RH,MRJ,CON_CTR,SD_CON,CON_SD,STY_SD,LK,SD_STY,SD_CTR,MW,SD_LIB,ZN,JR,CO
28215,JR,CO,SD_LIB,SD_STY,MW,ZN,SD_CTR,STY_SD,LK,SD_CON,MRJ,CON_SD,DH,CON_STY,REF_STY,RH,CON_CTR,BE,STY_REF,CON_REF
28216,CON_CTR,CON_REF,RH,CON_SD,SD_CON,CON_STY,SD_CTR,STY_SD,SD_STY,LK,MRJ,STY_REF,MW,REF_STY,SD_LIB,BE,DH,CO,ZN,JR
28217,CON_CTR,LK,CON_REF,RH,CON_SD,SD_CON,SD_CTR,CON_STY,BE,REF_STY,DH,STY_REF,SD_LIB,SD_STY,STY_SD,MW,MRJ,CO,JR,ZN
28218,LK,MW,CON_SD,SD_CON,SD_CTR,CON_CTR,RH,SD_STY,CON_STY,SD_LIB,CON_REF,STY_SD,CO,MRJ,STY_REF,REF_STY,ZN,JR,BE,DH
28219,SD_CTR,SD_LIB,CO,MW,SD_STY,SD_CON,JR,STY_SD,CON_SD,ZN,MRJ,LK,CON_STY,CON_CTR,STY_REF,RH,REF_STY,CON_REF,DH,BE
28220,BE,RH,DH,CON_REF,CON_CTR,REF_STY,STY_REF,CON_STY,CON_SD,SD_CON,MRJ,LK,SD_CTR,CO,STY_SD,MW,JR,ZN,SD_STY,SD_LIB
28221,ZN,STY_SD,SD_STY,JR,SD_LIB,MW,SD_CTR,CO,MRJ,SD_CON,STY_REF,CON_SD,CON_STY,CON_CTR,REF_STY,BE,LK,RH,DH,CON_REF
28222,LK,CON_CTR,RH,SD_CTR,CON_REF,SD_CON,CON_SD,MRJ,STY_SD,BE,DH,JR,REF_STY,SD_STY,CON_STY,SD_LIB,ZN,MW,CO,STY_REF
28223,LK,CON_CTR,SD_CTR,CON_SD,SD_CON,RH,CO,SD_LIB,CON_STY,CON_REF,JR,MW,STY_SD,REF_STY,SD_STY,BE,MRJ,DH,ZN,STY_REF
28224,CON_REF,RH,BE,REF_STY,CON_CTR,DH,CON_STY,CON_SD,LK,SD_CON,STY_REF,MRJ,SD_CTR,STY_SD,SD_LIB,SD_STY,MW,CO,ZN,JR
28225,ZN,SD_STY,MW,STY_SD,MRJ,STY_REF,SD_CTR,SD_LIB,SD_CON,JR,REF_STY,CON_SD,CO,CON_STY,CON_REF,DH,LK,RH,CON_CTR,BE
28226,CON_STY,CON_SD,STY_REF,RH,SD_CON,CON_CTR,MRJ,SD_CTR,LK,CON_REF,SD_STY,REF_STY,STY_SD,MW,SD_LIB,DH,BE,CO,ZN,JR
28227,LK,CON_CTR,SD_CTR,CON_SD,RH,SD_CON,CON_REF,CON_STY,CO,MW,BE,SD_LIB,REF_STY,DH,STY_REF,MRJ,JR,SD_STY,STY_SD,ZN
28228,JR,SD_LIB,ZN,CO,MW,SD_CTR,STY_SD,SD_STY,SD_CON,LK,MRJ,CON_SD,DH,STY_REF,REF_STY,CON_STY,RH,CON_CTR,BE,CON_REF
28229,RH,CON_CTR,SD_CON,CON_SD,CON_REF,CON_STY,BE,LK,REF_STY,STY_REF,DH,SD_CTR,STY_SD,MRJ,SD_STY,MW,SD_LIB,CO,ZN,JR
28230,SD_CON,CON_SD,RH,CON_STY,STY_SD,CON_CTR,CON_REF,SD_CTR,LK,MW,DH,SD_STY,MRJ,STY_REF,REF_STY,SD_LIB,BE,CO,ZN,JR
28231,ZN,STY_SD,SD_STY,MRJ,MW,SD_LIB,STY_REF,JR,SD_CTR,CON_SD,SD_CON,CON_STY,CO,REF_STY,CON_CTR,LK,DH,BE,RH,CON_REF
28232,RH,CON_STY,CON_REF,CON_CTR,CON_SD,MRJ,SD_CON,LK,REF_STY,SD_CTR,STY_REF,DH,SD_STY,BE,MW,STY_SD,SD_LIB,CO,ZN,JR
28233,CON_CTR,CON_REF,CON_SD,STY_REF,RH,DH,LK,BE,SD_CON,CON_STY,SD_CTR,REF_STY,MRJ,SD_STY,STY_SD,SD_LIB,MW,CO,JR,ZN
28234,MRJ,SD_STY,STY_SD,CON_SD,CON_STY,MW,SD_LIB,SD_CTR,ZN,SD_CON,REF_STY,STY_REF,CO,CON_CTR,LK,RH,CON_REF,JR,DH,BE
28235,LK,SD_CTR,CON_CTR,CON_SD,RH,CON_STY,SD_CON,CON_REF,SD_LIB,CO,STY_SD,STY_REF,SD_STY,MW,REF_STY,MRJ,DH,BE,JR,ZN
28236,BE,CON_REF,CON_CTR,RH,LK,DH,CON_STY,STY_REF,SD_CTR,JR,CO,REF_STY,CON_SD,SD_CON,STY_SD,SD_STY,ZN,MW,SD_LIB,MRJ
28237,CO,SD_LIB,JR,MW,SD_STY,SD_CTR,ZN,STY_SD,CON_SD,SD_CON,LK,MRJ,CON_STY,STY_REF,CON_CTR,REF_STY,DH,RH,CON_REF,BE
28238,CON_STY,SD_CON,CON_SD,MRJ,STY_REF,STY_SD,MW,REF_STY,SD_STY,CON_REF,RH,SD_CTR,DH,CON_CTR,SD_LIB,ZN,LK,JR,CO,BE
28239,SD_STY,MRJ,STY_SD,MW,ZN,SD_CON,SD_CTR,SD_LIB,STY_REF,CON_SD,CON_STY,REF_STY,CO,CON_REF,LK,JR,CON_CTR,RH,DH,BE
28240,STY_SD,SD_STY,CON_STY,MW,CON_SD,SD_CON,MRJ,CON_CTR,SD_CTR,SD_LIB,STY_REF,REF_STY,CON_REF,RH,CO,JR,LK,ZN,DH,BE
28241,LK,CON_CTR,SD_CTR,CON_SD,CO,SD_CON,RH,SD_LIB,CON_REF,CON_STY,MW,STY_SD,SD_STY,REF_STY,DH,JR,ZN,BE,MRJ,STY_REF
28242,BE,CON_REF,CON_CTR,DH,RH,REF_STY,LK,CON_STY,CON_SD,SD_CON,STY_REF,SD_CTR,MRJ,STY_SD,MW,SD_STY,JR,SD_LIB,CO,ZN
28243,CO,JR,SD_LIB,MW,ZN,SD_CTR,SD_STY,STY_SD,LK,CON_SD,MRJ,SD_CON,DH,REF_STY,STY_REF,CON_CTR,BE,CON_REF,CON_STY,RH
28244,BE,DH,CON_REF,REF_STY,CON_STY,RH,STY_REF,CON_CTR,CON_SD,SD_CON,MRJ,LK,STY_SD,JR,SD_CTR,SD_LIB,SD_STY,CO,ZN,MW
28245,SD_STY,ZN,MRJ,STY_SD,MW,SD_LIB,SD_CTR,STY_REF,JR,SD_CON,CON_SD,CO,REF_STY,CON_STY,DH,RH,LK,CON_CTR,CON_REF,BE
28246,SD_CON,SD_CTR,MW,CON_SD,RH,SD_STY,STY_SD,SD_LIB,DH,CON_STY,CO,CON_CTR,LK,STY_REF,MRJ,ZN,REF_STY,CON_REF,JR,BE
28247,CON_CTR,SD_CTR,SD_CON,RH,CON_STY,CON_SD,CON_REF,LK,STY_SD,STY_REF,MW,REF_STY,SD_STY,DH,MRJ,SD_LIB,BE,CO,JR,ZN
28248,RH,CON_CTR,LK,SD_CON,CON_REF,SD_CTR,CON_SD,CON_STY,BE,REF_STY,DH,STY_SD,STY_REF,SD_STY,MW,SD_LIB,MRJ,ZN,CO,JR
28249,RH,LK,CON_CTR,CON_REF,CON_SD,BE,CON_STY,SD_CON,DH,SD_CTR,REF_STY,STY_REF,CO,SD_STY,ZN,STY_SD,MRJ,MW,SD_LIB,JR
28250,ZN,STY_SD,SD_STY,MRJ,MW,STY_REF,SD_LIB,JR,SD_CON,CO,SD_CTR,CON_SD,REF_STY,CON_STY,BE,DH,CON_REF,CON_CTR,RH,LK
28251,ZN,SD_STY,STY_SD,MRJ,MW,SD_LIB,SD_CON,STY_REF,SD_CTR,JR,CON_SD,CO,CON_STY,REF_STY,DH,CON_REF,CON_CTR,LK,RH,BE
28252,MRJ,STY_REF,ZN,STY_SD,REF_STY,SD_STY,CON_STY,MW,DH,SD_CON,CON_SD,CO,CON_REF,CON_CTR,JR,BE,SD_CTR,LK,SD_LIB,RH
28253,BE,CON_STY,CON_REF,RH,DH,CON_CTR,REF_STY,LK,CON_SD,STY_REF,SD_CON,SD_CTR,MRJ,JR,SD_STY,CO,SD_LIB,STY_SD,ZN,MW
28254,CON_REF,STY_REF,SD_CON,CON_CTR,CON_SD,CON_STY,RH,STY_SD,MRJ,SD_CTR,REF_STY,SD_STY,MW,LK,DH,BE,SD_LIB,CO,ZN,JR
28255,LK,SD_CTR,SD_LIB,CO,STY_SD,CON_SD,SD_CON,MW,CON_CTR,SD_STY,CON_STY,RH,MRJ,CON_REF,JR,REF_STY,STY_REF,ZN,DH,BE
28256,BE,RH,CON_REF,CON_CTR,DH,CON_STY,STY_REF,REF_STY,LK,CON_SD,JR,SD_CTR,ZN,CO,MRJ,SD_CON,SD_LIB,SD_STY,STY_SD,MW
28257,RH,CON_CTR,CON_REF,CON_STY,CON_SD,LK,SD_CON,SD_CTR,REF_STY,BE,STY_SD,STY_REF,MRJ,SD_STY,DH,MW,SD_LIB,CO,JR,ZN
28258,JR,MW,SD_LIB,CO,ZN,SD_CTR,STY_SD,SD_STY,MRJ,CON_REF,CON_SD,DH,SD_CON,LK,STY_REF,REF_STY,CON_STY,RH,BE,CON_CTR
28259,SD_LIB,CO,MW,JR,SD_STY,ZN,SD_CTR,STY_SD,SD_CON,CON_SD,MRJ,LK,CON_STY,STY_REF,CON_CTR,REF_STY,RH,DH,CON_REF,BE
28260,LK,CON_SD,SD_CTR,CON_CTR,SD_CON,SD_LIB,CO,RH,MW,CON_STY,CON_REF,SD_STY,STY_SD,STY_REF,MRJ,REF_STY,DH,JR,BE,ZN
28261,MRJ,STY_SD,ZN,SD_STY,STY_REF,MW,REF_STY,SD_CON,CON_SD,SD_LIB,CON_STY,SD_CTR,LK,DH,CON_CTR,RH,CO,JR,CON_REF,BE
28262,CON_CTR,LK,RH,CON_REF,CON_SD,SD_CON,CON_STY,SD_CTR,BE,DH,STY_REF,MW,REF_STY,STY_SD,SD_STY,CO,SD_LIB,MRJ,ZN,JR
28263,BE,DH,STY_REF,REF_STY,CON_REF,CON_STY,RH,CON_CTR,MRJ,CON_SD,SD_CON,STY_SD,CO,SD_STY,LK,MW,JR,ZN,SD_CTR,SD_LIB
